Villes,Mots-clés,position du média,Nom du média,Titre de l'article,Date de publication,Journée de différence,URL
Amqui ,"""Centre de services scolaire"" OR ""Commission scolaire""",4,L'Avant-Poste,04 novembre 2020 Un cas de COVID-19 à la polyvalente d'Amqui,2020-11-04,210,https://www.lavantposte.ca/article/2020/11/04/un-cas-de-covid-19-a-la-polyvalente-d-amqui
Amqui ,"""Centre de services scolaire"" OR ""Commission scolaire""",5,ICI.Radio-Canada.ca,Mort de Brandon Pineault : la coroner formule ses recommandations,2021-04-09,54,https://ici.radio-canada.ca/nouvelle/1783246/rapport-coroner-enfant-happe-mortellement-amqui-retour-ecole-route-132
Amqui ,"""Centre de services scolaire"" OR ""Commission scolaire""",6,ICI.Radio-Canada.ca,Un cas confirmé de COVID-19 à l'école secondaire Armand-Saint-Onge d'Amqui,2020-11-06,208,https://ici.radio-canada.ca/nouvelle/1747552/covid-19-armand-saint-onge-amqui-polyvalente
Amqui ,"""Centre de services scolaire"" OR ""Commission scolaire""",7,La Presse,Tué après une erreur de l'école,2020-10-27,218,https://www.lapresse.ca/actualites/justice-et-faits-divers/2020-10-27/tue-apres-une-erreur-de-l-ecole.php
Amqui ,"""Centre de services scolaire"" OR ""Commission scolaire""",8,ICI.Radio-Canada.ca,COVID-19 : les cours sont suspendus lundi à l'école du Mistral de Mont-Joli | Coronavirus,2021-04-11,52,https://ici.radio-canada.ca/nouvelle/1783925/mistral-isolement-test-positif-groupe-polyvalente-11-avril-2021
Amqui ,"""Centre de services scolaire"" OR ""Commission scolaire""",9,iHeartRadio,COVID-19: des contraventions de 560 $ pour les élèves de La Matapédia ?,2020-09-25,250,https://www.iheartradio.ca/rouge-fm/rouge-fm-rimouski/nouvelles/covid-19-des-contraventions-de-560-pour-les-eleves-de-la-matapedia-1.13579215
Amqui ,"""Centre de services scolaire"" OR ""Commission scolaire""",10,ICI.Radio-Canada.ca,"Il y a 50 ans, l'éducation était en pleine effervescence dans l'Est-du-Québec",,,https://ici.radio-canada.ca/nouvelle/1287510/50-ans-ecoles-1969-polyvalentes-cegeps-matane-amqui-carleton
Amqui ,CISSS OR CIUSSS,1,ICI.Radio-Canada.ca,Nouvelles séances de vaccination sans rendez-vous au Bas-Saint-Laurent,2021-06-01,1,https://ici.radio-canada.ca/nouvelle/1797800/sans-rendez-vous-bas-saint-laurent-pfizer-vaccination-covid-19
Amqui ,CISSS OR CIUSSS,2,ICI.Radio-Canada.ca,"Le « train » de la vaccination est lancé, affirme le CISSS du Bas-Saint-Laurent | Coronavirus",2021-03-18,76,https://ici.radio-canada.ca/nouvelle/1778167/coronavirus-vaccins-rimouski-amqui-campagne-sante-eglise-pie-x
Amqui ,CISSS OR CIUSSS,3,NecrologieCanada,ArmandeDionne Lajoie Le dimanche 17 mai 1931 Le samedi 15 mai 2021,2021-05-19,14,https://necrocanada.com/deces-2021/armandedionne-lajoie-le-dimanche-17-mai-1931-le-samedi-15-mai-2021/
Amqui ,CISSS OR CIUSSS,4,NecrologieCanada,LucieLoiselle Dallaire Le vendredi 21 janvier 1927 Le samedi 15 mai 2021,2021-05-19,14,https://necrocanada.com/deces-2021/lucieloiselle-dallaire-le-vendredi-21-janvier-1927-le-samedi-15-mai-2021/
Amqui ,CISSS OR CIUSSS,5,ICI.Radio-Canada.ca,Mesures spéciales d'urgence : Marc Parent croit qu'il faut « réajuster le tir » | Coronavirus,2021-05-09,24,https://ici.radio-canada.ca/nouvelle/1791693/marc-parent-mesures-speciales-urgence-9-mai-2021
Amqui ,CISSS OR CIUSSS,6,iHeartRadio,Personnel recherché au CISSS pour la vaccination,2021-04-09,54,https://www.iheartradio.ca/rouge-fm/rouge-fm-rimouski/nouvelles/personnel-recherche-au-cisss-pour-la-vaccination-1.14949421
Amqui ,CISSS OR CIUSSS,7,NecrologieCanada,JacquesMorissette 2021,2021-05-21,12,https://necrocanada.com/deces-2021/jacquesmorissette-2021/
Amqui ,CISSS OR CIUSSS,8,Le Journal de Québec,Bas-Saint-Laurent: la vaccination de masse commence dans la semaine du 8 mars,2021-02-24,98,https://www.journaldequebec.com/2021/02/24/bas-saint-laurent-la-vaccination-de-masse-commence-dans-la-semaine-du-8-mars-1
Amqui ,CISSS OR CIUSSS,9,journal le soir,Des députés se sentent exclus par la Table des élus municipaux,2021-05-07,26,https://journallesoir.ca/2021/05/06/des-deputes-se-sentent-exclus-par-la-table-des-elus-municipaux/
Amqui ,CISSS OR CIUSSS,10,L'Avant-Poste,Les 80 ans et plus vaccinés fin mars à Amqui,2021-03-03,91,https://www.lavantposte.ca/article/2021/03/03/les-80-ans-et-plus-vaccines-fin-mars-a-amqui
Amqui ,maire OR mairesse,1,ICI.Radio-Canada.ca,Sylvain Hudon ne briguera pas de 4 e mandat comme maire de La Pocatière,2021-06-01,1,https://ici.radio-canada.ca/nouvelle/1797730/maire-la-pocatiere-sylvain-hudon-depart-retraite-mandat
Amqui ,maire OR mairesse,2,ICI.Radio-Canada.ca,Politique municipale Un nouveau maire à Sainte-Luce,2021-05-06,27,https://ici.radio-canada.ca/nouvelle/1790973/sainte-luce-nouveau-maire-roch-vezina
Amqui ,maire OR mairesse,3,ICI.Radio-Canada.ca,"L'ancien maire de Pointe-au-Père, Guy Leclerc, est décédé",2021-05-08,25,https://ici.radio-canada.ca/nouvelle/1791558/guy-leclerc-mort-maire-pointe-pere-8-mai-2021
Amqui ,maire OR mairesse,4,L'Avant-Poste,"3,5 M$ pour trois projets récréatifs et sportifs dans La Matapédia",2021-05-31,2,https://www.lavantposte.ca/article/2021/05/31/3-5-m-pour-trois-projets-recreatifs-et-sportifs-dans-la-matapedia
Amqui ,maire OR mairesse,5,ICI.Radio-Canada.ca,"Le Bas-Saint-Laurent sera scindé en deux, en rouge et orange, le 31 mai",2021-05-28,5,https://ici.radio-canada.ca/nouvelle/1795887/covid-19-est-bas-saint-laurent-zone-orange-palier-alerte
Amqui ,maire OR mairesse,6,iHeartRadio,La population d'Amqui est généreuse !,2021-05-07,26,https://www.iheartradio.ca/rouge-fm/rouge-fm-rimouski/nouvelles/la-population-d-amqui-est-genereuse-1.15146746
Amqui ,maire OR mairesse,7,ICI.Radio-Canada.ca,Mesures spéciales d'urgence : Marc Parent croit qu'il faut « réajuster le tir » | Coronavirus,2021-05-09,24,https://ici.radio-canada.ca/nouvelle/1791693/marc-parent-mesures-speciales-urgence-9-mai-2021
Amqui ,maire OR mairesse,8,ICI.Radio-Canada.ca,La plage de Saint-Germain désormais interdite d'accès après 21 h,2021-05-31,2,https://ici.radio-canada.ca/nouvelle/1797269/plage-saint-germain-kamouraska-interdit-tourisme
Amqui ,maire OR mairesse,9,ICI.Radio-Canada.ca,Le maire d'Amqui accusé de manquer de solidarité régionale,2020-09-02,273,https://ici.radio-canada.ca/nouvelle/1730964/mrc-amqui-matapedia-maires-climat-tensions-municipalite-pierre-damours
Amqui ,maire OR mairesse,10,Mon Matane,Éphémérides du 31 mai : le premier ministre canadien Louis Saint-Laurent à Matane en 1957,2021-05-31,2,https://monmatane.com/ephemerides-du-31-mai-le-premier-ministre-canadien-louis-saint-laurent-a-matane-en-1957/
Amqui ,candidat,1,ICI.Radio-Canada.ca,Sylvain Hudon ne briguera pas de 4 e mandat comme maire de La Pocatière,2021-06-01,1,https://ici.radio-canada.ca/nouvelle/1797730/maire-la-pocatiere-sylvain-hudon-depart-retraite-mandat
Amqui ,candidat,2,Mon Matane,Éphémérides du 31 mai : le premier ministre canadien Louis Saint-Laurent à Matane en 1957,2021-05-31,2,https://monmatane.com/ephemerides-du-31-mai-le-premier-ministre-canadien-louis-saint-laurent-a-matane-en-1957/
Amqui ,candidat,3,L'Avant-Poste,Deux chanteuses d'ici parmi les 60 aspirants académiciens,2020-12-17,167,https://www.lavantposte.ca/article/2020/12/17/deux-chanteuses-d-ici-parmi-les-60-aspirants-academiciens
Amqui ,candidat,4,ICI.Radio-Canada.ca,Incendie maîtrisé dans un immeuble à logements d'Amqui,2021-04-30,33,https://ici.radio-canada.ca/nouvelle/1788898/incendie-immeuble-amqui-29-avril-logements
Amqui ,candidat,5,L'Avant-Poste,22 mars 2021 La Baraque à Bières s'installe à Amqui,2021-03-22,72,https://www.lavantposte.ca/article/2021/03/22/la-baraque-a-bieres-s-installe-a-amqui
Amqui ,candidat,6,ICI.Radio-Canada.ca,Le nouveau garage municipal d'Amqui prêt en décembre,2020-10-25,220,https://ici.radio-canada.ca/nouvelle/1744077/garage-municipal-amqui-construction-livraison-decembre-2020
Amqui ,candidat,7,L'Avant-Poste,18 janvier 2021 Star Académie : l'aventure terminée pour Amélie et Mahée,2021-01-18,135,https://www.lavantposte.ca/article/2021/01/18/star-academie-l-aventure-terminee-pour-amelie-et-mahee
Amqui ,candidat,8,L'Avant-Poste,Pierre D'Amours ne se présentera pas aux prochaines élections,2021-04-20,43,https://www.lavantposte.ca/article/2021/04/20/pierre-d-amours-ne-se-presentera-pas-aux-prochaines-elections
Amqui ,candidat,9,ICI.Radio-Canada.ca,Ils découvrent une lance de 5000 ans en labourant,2020-08-07,299,https://ici.radio-canada.ca/nouvelle/1724739/lance-5000-ans-champ-gaspesie-archeologie-agriculteurs
Amqui ,candidat,10,Le Soleil - Groupe Capitales Médias,Un enfant happé par un véhicule à Amqui,2020-09-19,256,https://www.lesoleil.com/actualite/justice-et-faits-divers/un-enfant-happe-par-un-vehicule-a-amqui-b4aeb722e18baad569be2fa8c2ecda76
Amqui ,préfet,1,ICI.Radio-Canada.ca,Le maire d'Amqui accusé de manquer de solidarité régionale,2020-09-02,273,https://ici.radio-canada.ca/nouvelle/1730964/mrc-amqui-matapedia-maires-climat-tensions-municipalite-pierre-damours
Amqui ,préfet,2,journal le soir,Des députés se sentent exclus par la Table des élus municipaux,2021-05-07,26,https://journallesoir.ca/2021/05/06/des-deputes-se-sentent-exclus-par-la-table-des-elus-municipaux/
Amqui ,préfet,3,Zonebourse.com,TELUS investit 16 millions de dollars pour accélérer le déploiement de ses réseaux PureFibre et 5G dans La Mitis et au Bas-Saint-Laurent,2021-05-18,15,https://www.zonebourse.com/cours/action/TELUS-CORPORATION-1411858/actualite/TELUS-investit-16-millions-de-dollars-pour-accelerer-le-deploiement-de-ses-reseaux-PureFibre-et-5G-d-33289872/
Amqui ,préfet,4,L'Avant-Poste,Pierre D'Amours ne se présentera pas aux prochaines élections,2021-04-20,43,https://www.lavantposte.ca/article/2021/04/20/pierre-d-amours-ne-se-presentera-pas-aux-prochaines-elections
Amqui ,préfet,5,ICI.Radio-Canada.ca,COVID-19 : la MRC de Rivière-du-Loup réclame plus de doses de vaccin | Coronavirus,2021-03-29,65,https://ici.radio-canada.ca/nouvelle/1780859/covid-vaccin-variants-riviere-du-loup-kamouraska-eclosion
Amqui ,préfet,6,ICI.Radio-Canada.ca,"Décès de l'ancien maire de Saint-Anaclet-de-Lessard, Alain Dumas",2021-04-10,53,https://ici.radio-canada.ca/nouvelle/1783779/deces-alain-dumas-maire-saint-anaclet-prefet-rimouski-baseball-puribec
Amqui ,préfet,7,ICI.Radio-Canada.ca,Le Bas-Saint-Laurent et la Gaspésie–Îles-de-la-Madeleine officiellement en zone orange | Coronavirus,2020-10-01,244,https://ici.radio-canada.ca/nouvelle/1737700/jaune-alerte-covid-rassemblements-permis-commerces-restaurants
Amqui ,préfet,8,ICI.Radio-Canada.ca,Une nouvelle offre de transport aérien dans l'Est-du-Québec,2021-04-10,53,https://ici.radio-canada.ca/nouvelle/1783658/pal-airlines-nouveaux-vols-est-du-quebec-transport-avion
Amqui ,préfet,9,L'Avantage Rimouski,Accès à Internet haute vitesse au Bas-Saint-Laurent,2021-03-15,79,https://www.lavantage.qc.ca/article/2021/03/15/acces-a-internet-haute-vitesse-au-bas-saint-laurent
Amqui ,préfet,10,ICI.Radio-Canada.ca,COVID-19 : le Bas-Saint-Laurent pourrait-il passer au rouge? | Coronavirus,2021-03-23,71,https://ici.radio-canada.ca/nouvelle/1779264/covid-coronavirus-variant-ecole-riviere-loup-zone-rouge
Amqui ,travaux routiers,1,ICI.Radio-Canada.ca,Glissement de terrain à Matane : des travaux sont en cours,2021-04-27,36,https://ici.radio-canada.ca/nouvelle/1788303/glissement-terrain-matane-route-acces-mtq-ville-pluie-danger
Amqui ,travaux routiers,2,ICI.Radio-Canada.ca,L'été s'annonce chargé sur le réseau routier montréalais,2020-06-18,349,https://ici.radio-canada.ca/nouvelle/1713297/chantiers-ete-montreal-routes
Amqui ,travaux routiers,3,Zonebourse.com,TELUS investit 16 millions de dollars pour accélérer le déploiement de ses réseaux PureFibre et 5G dans La Mitis et au Bas-Saint-Laurent,2021-05-18,15,https://www.zonebourse.com/cours/action/TELUS-CORPORATION-1411858/actualite/TELUS-investit-16-millions-de-dollars-pour-accelerer-le-deploiement-de-ses-reseaux-PureFibre-et-5G-d-33289872/
Amqui ,travaux routiers,4,iHeartRadio,Asphaltage de la 20 à Rimouski: Sintra perd en appel d'offres,2020-06-30,337,https://www.iheartradio.ca/rouge-fm/rouge-fm-rimouski/nouvelles/asphaltage-de-la-20-a-rimouski-sintra-perd-en-appel-d-offres-1.12857755
Amqui ,travaux routiers,5,ICI.Radio-Canada.ca,Travaux requis au Colisée Financière SunLife : Rimouski veut négocier avec la LHJMQ,2021-04-20,43,https://ici.radio-canada.ca/nouvelle/1786570/oceanic-rimouski-patinoire-hockey-lhjmq-travaux-bandes-glace
Amqui ,travaux routiers,6,ICI.Radio-Canada.ca,Mise en place de barrages routiers dans l'Est-du-Québec,,,https://ici.radio-canada.ca/nouvelle/1689392/barrage-covid-19-coronavirus-regions-route
Amqui ,travaux routiers,7,L'Avantage Rimouski,Entrave à la circulation sur la route 195 à Amqui,,,https://www.lavantage.qc.ca/article/2018/09/26/entrave-a-la-circulation-sur-la-route-195-a-amqui
Amqui ,travaux routiers,8,ICI.Radio-Canada.ca,Des travaux pour rendre la 138 plus sécuritaire,,,https://ici.radio-canada.ca/nouvelle/1242507/chantier-route-138-bergeronnes-tadoussac
Amqui ,travaux routiers,9,ICI.Radio-Canada.ca,Volte-face pour des contrôles routiers dans l'Est-du-Québec? | Coronavirus,2021-02-10,112,https://ici.radio-canada.ca/nouvelle/1769743/barrage-routier-bas-saint-laurent-gaspesie-quebec-covid-semaine-de-relache
Amqui ,travaux routiers,10,ICI.Radio-Canada.ca,Hausse de la taxation et de la valeur foncière à Amqui,,,https://ici.radio-canada.ca/nouvelle/1440514/hausse-taxation-valeur-fonciere-amqui
Amqui ,autobus OR tramway,1,L'Avant-Poste,Des prestations de Secondaire en spectacle captées à Amqui,2021-05-17,16,https://www.lavantposte.ca/article/2021/05/17/des-prestations-de-secondaire-en-spectacle-captees-a-amqui
Amqui ,autobus OR tramway,2,ICI.Radio-Canada.ca,Des captations du Mixbus pour réinventer Secondaire en spectacle,2021-05-17,16,https://ici.radio-canada.ca/nouvelle/1793400/captation-mixbus-secondaire-en-spetacle-gaspesie-bas-st-laurent
Amqui ,autobus OR tramway,3,ICI.Radio-Canada.ca,Mort de Brandon Pineault : la coroner formule ses recommandations,2021-04-09,54,https://ici.radio-canada.ca/nouvelle/1783246/rapport-coroner-enfant-happe-mortellement-amqui-retour-ecole-route-132
Amqui ,autobus OR tramway,4,La Presse,Tué après une erreur de l'école,2020-10-27,218,https://www.lapresse.ca/actualites/justice-et-faits-divers/2020-10-27/tue-apres-une-erreur-de-l-ecole.php
Amqui ,autobus OR tramway,5,ICI.Radio-Canada.ca,Le mystère plane toujours à Amqui après deux fuites d'hydrocarbure,2020-12-04,180,https://ici.radio-canada.ca/nouvelle/1754722/fuites-amqui-hydrocarbure-ministere-environnement-matapedia
Amqui ,autobus OR tramway,6,ICI.Radio-Canada.ca,Hydrocarbures dans la rivière Matapédia : le dossier est clos,2020-11-15,199,https://ici.radio-canada.ca/nouvelle/1749720/deversement-eau-huile-riviere-matapedia-amqui-environnement
