Villes,Mots-clés,position du média,Nom du média,Titre de l'article,Date de publication,Journée de différence,URL,date et heure saisie,type de mot-clés
Montréal_V2,accident,24,TVA Nouvelles,Grave accident: dans un CHSLD à 43 ans car il n'avait pas attaché sa ceinture,2021-07-24,10,https://www.tvanouvelles.ca/2021/07/24/grave-accident-dans-un-chsld-a-43-ans-car-il-navait-pas-attache-sa-ceinture,2021-08-03 19:40:45,local
Montréal_V2,accident,25,La Presse,Grave accident de véhicule côte-à-côte en Gaspésie,2021-07-18,16,https://www.lapresse.ca/actualites/justice-et-faits-divers/2021-07-18/grave-accident-de-vehicule-cote-a-cote-en-gaspesie.php,2021-08-03 19:40:46,local
Montréal_V2,décès OR mort,1,Radio-Canada.ca,"Mort de Michel Brûlé : la Couronne doute, la famille liquide la succession",2021-08-03,0,http://ici.radio-canada.ca/amp/1813869/michel-brule-preuve-deces-avocat-desistement-succession,2021-08-03 19:41:25,local
Montréal_V2,décès OR mort,2,La Presse,Plusieurs blessés | Un policier poignardé à mort à quelques mètres du Pentagone,2021-08-03,0,https://www.lapresse.ca/international/etats-unis/2021-08-03/plusieurs-blesses/un-policier-poignarde-a-mort-a-quelques-metres-du-pentagone.php,2021-08-03 19:41:25,local
Montréal_V2,décès OR mort,3,La Presse,Mort tragique pour un homme à Lévis,2021-08-01,2,https://www.lapresse.ca/actualites/justice-et-faits-divers/2021-08-01/mort-tragique-pour-un-homme-a-levis.php,2021-08-03 19:41:25,local
Montréal_V2,décès OR mort,4,Le Journal de Québec,Garderie de Shannon: décès d'un poupon de moins de six mois,2021-08-02,1,https://www.journaldequebec.com/2021/08/02/poupon-en-arret-cardio-respiratoire-une-garderie-de-shannon-sous-le-choc,2021-08-03 19:41:25,local
Montréal_V2,décès OR mort,5,Le Journal de Québec,COVID-19: 175 nouveaux cas et aucun décès supplémentaire au Québec,2021-08-03,0,https://www.journaldequebec.com/2021/08/03/covid-19-175-nouveaux-cas-et-aucun-deces-supplementaire-au-quebec,2021-08-03 19:41:26,local
Montréal_V2,décès OR mort,6,Le Journal de Québec,Décès d'une femme au Saguenay: la rage au volant pourrait l'avoir tuée,2021-08-02,1,https://www.journaldequebec.com/2021/08/02/la-rage-au-volant-pourrait-lavoir-tuee,2021-08-03 19:41:26,local
Montréal_V2,décès OR mort,7,TVA Nouvelles,Décès d'un enfant d'un an ce matin: une enquête ouverte,2021-08-03,0,https://www.tvanouvelles.ca/2021/08/02/deces-dun-enfant-dun-an-ce-matin-une-enquete-ouverte,2021-08-03 19:41:26,local
Montréal_V2,décès OR mort,8,La Presse,Royaume-Uni | Record de décès en raison de la drogue en 2020,2021-08-03,0,https://www.lapresse.ca/international/europe/2021-08-03/royaume-uni/record-de-deces-en-raison-de-la-drogue-en-2020.php,2021-08-03 19:41:26,local
Montréal_V2,décès OR mort,9,Cool Fm,Décès d'un homme de 82 ans coincé sous un arbre à Sainte-Agathe-de-Lotbinière,2021-08-03,0,http://www.coolfm.biz/nouvelle/6220-deces-d-un-homme-de-82-ans-coince-sous-un-arbre-a-sainte-agathe-de-lotbiniere,2021-08-03 19:41:26,local
Montréal_V2,décès OR mort,10,"98,5 fm","Bilan COVID-19 au Québec | 175 nouveaux cas, aucun décès",2021-08-03,0,https://www.985fm.ca/nouvelles/sante/413949/bilan-covid-19-au-quebec-175-nouveaux-cas-aucun-deces,2021-08-03 19:41:26,local
Montréal_V2,décès OR mort,11,Le Journal de Montréal,À deux doigts de la mort à cause d'un coup de chaleur,2021-08-01,2,https://www.journaldemontreal.com/2021/08/01/a-deux-doigts-de-la-mort-a-cause-dun-coup-de-chaleur,2021-08-03 19:41:27,local
Montréal_V2,décès OR mort,12,Le Devoir,"Musique: mort de Jacob Desvarieux, père du zouk",2021-08-03,0,https://www.ledevoir.com/culture/musique/622335/musique-mort-de-jacob-desvarieux-pere-du-zouk,2021-08-03 19:41:27,local
Montréal_V2,décès OR mort,13,Journal Le Manic,Décès de sa grand-mère : Karyne Huard se raconte pour ne plus que ça arrive,2021-08-03,0,https://www.lemanic.ca/2021/08/03/deces-de-sa-grand-mere-karyne-huard-se-raconte-pour-ne-plus-que-ca-arrive/,2021-08-03 19:41:27,local
Montréal_V2,décès OR mort,14,Le Journal de Montréal,Le maire de Louiseville veut des appuis pour la peine de mort,2021-08-02,1,https://www.journaldemontreal.com/2021/08/02/le-maire-de-louiseville-veut-des-appuis-pour-la-peine-de-mort,2021-08-03 19:41:28,local
Montréal_V2,décès OR mort,15,TVA Nouvelles,Rivière-des-Prairies: deux décès et plusieurs blessés après des coups de feu tirés,2021-08-03,0,https://www.tvanouvelles.ca/2021/08/02/plusieurs-coups-de-feu-tires-a-riviere-des-prairies,2021-08-03 19:41:28,local
Montréal_V2,décès OR mort,16,La Presse,Hôpital de la Cité-de-la-Santé de Laval | Mort suspecte au bloc opératoire,2021-07-30,4,https://www.lapresse.ca/actualites/2021-07-30/hopital-de-la-cite-de-la-sante-de-laval/mort-suspecte-au-bloc-operatoire.php,2021-08-03 19:41:28,local
Montréal_V2,décès OR mort,17,Droit-Inc.com,Décès d'un ex-prof de droit,2021-08-03,0,https://www.droit-inc.com/article29138-Deces-d-un-ex-prof-de-droit,2021-08-03 19:41:28,local
Montréal_V2,décès OR mort,18,NecrologieCanada,Liette Riendeau 2021,2021-08-03,0,https://necrocanada.com/deces-2021/liette-riendeau-2021/,2021-08-03 19:41:29,local
Montréal_V2,décès OR mort,19,ICI.Radio-Canada.ca,Plus de 30 jours sans décès lié à la COVID-19 en Outaouais | Coronavirus,2021-08-02,1,https://ici.radio-canada.ca/nouvelle/1813649/bilan-covid-ottawa-outaouais-est-ontarien-bseo-2-aout-2021,2021-08-03 19:41:29,local
Montréal_V2,décès OR mort,20,FRANCE 24,La mort d'un Congolais en garde à vue en Inde suscite indignation et protestation,2021-08-02,1,https://amp.france24.com/fr/asie-pacifique/20210802-la-mort-d-un-congolais-en-garde-%C3%A0-vue-d%C3%A9clenche-une-manifestation-en-inde,2021-08-03 19:41:29,local
Montréal_V2,décès OR mort,21,La Presse,Le BEI enquête sur un décès à l'hôpital de Sept-Îles,2021-07-24,10,https://www.lapresse.ca/actualites/regional/2021-07-24/le-bei-enquete-sur-un-deces-a-l-hopital-de-sept-iles.php,2021-08-03 19:41:30,local
Montréal_V2,décès OR mort,22,La Presse,Un accident de VTT fait un mort en Outaouais,2021-07-24,10,https://www.lapresse.ca/actualites/justice-et-faits-divers/2021-07-24/un-accident-de-vtt-fait-un-mort-en-outaouais.php,2021-08-03 19:41:30,local
Montréal_V2,décès OR mort,23,Le Journal de Québec,Surdoses à Montréal: «on compte les décès»,2021-07-29,5,https://www.journaldequebec.com/2021/07/28/surdoses-a-montreal-on-compte-les-deces-1,2021-08-03 19:41:30,local
Montréal_V2,décès OR mort,24,Le Devoir,"Le fédéral prédit une quatrième vague avec plus de cas, mais moins de décès",2021-07-31,3,https://www.ledevoir.com/societe/sante/621720/une-resurgence-du-nombre-de-cas-de-covid-19-prevue-pour-la-fin-de-l-ete,2021-08-03 19:41:30,local
Montréal_V2,décès OR mort,25,NecrologieCanada,Andre Bergeron 2021,2021-08-03,0,https://necrocanada.com/deces-2021/andre-bergeron-2021/,2021-08-03 19:41:30,local
Montréal_V2,incendie,1,ICI.Radio-Canada.ca,Incendie suspect au théâtre Le Diamant,2021-08-03,0,https://ici.radio-canada.ca/nouvelle/1813780/fuite-gaz-incendie-suspect-theatre-diamant,2021-08-03 19:41:37,local
Montréal_V2,incendie,2,Le Journal de Montréal,Incendies en Grèce: le mont Parnès en proie aux flammes près d'Athènes,2021-08-03,0,https://www.journaldemontreal.com/2021/08/03/nouveaux-incendies-en-grece-evacuations-de-villages,2021-08-03 19:41:37,local
Montréal_V2,incendie,3,La Presse,Une femme agressée et un restaurant incendié à Montréal,2021-08-03,0,https://www.lapresse.ca/actualites/justice-et-faits-divers/2021-08-03/une-femme-agressee-et-un-restaurant-incendie-a-montreal.php,2021-08-03 19:41:38,local
Montréal_V2,incendie,4,Le Journal de Montréal,Incendie majeur au Mont Cascades,2021-08-01,2,https://www.journaldemontreal.com/2021/08/01/incendie-majeur-au-mont-cascades,2021-08-03 19:41:38,local
Montréal_V2,incendie,5,Le Journal de Québec,[EN IMAGES] Charlesbourg: un incendie causé par un fumeur sur un divan,2021-07-31,3,https://www.journaldequebec.com/2021/07/31/en-images-un-incendie-fait-rage-dans-charlesbourg,2021-08-03 19:41:38,local
Montréal_V2,incendie,6,Le Journal de Montréal,"Incendie en Grèce: une dizaine de maisons brûlées, cinq blessés",2021-07-31,3,https://www.journaldemontreal.com/2021/07/31/incendie-en-grece-des-villages-evacues-les-secours-sur-le-qui-vive,2021-08-03 19:41:38,local
Montréal_V2,incendie,7,Le Journal de Montréal,Incendies en Turquie: les évacuations continuent | JDM,2021-08-03,0,https://www.journaldemontreal.com/2021/08/03/incendies-en-turquie-les-evacuations-continuent-1,2021-08-03 19:41:38,local
Montréal_V2,incendie,8,L’actualité,Incendies de forêt : le Québec joue-t-il avec le feu ?,2021-08-03,0,https://lactualite.com/environnement/incendies-de-foret-le-quebec-joue-t-il-avec-le-feu/,2021-08-03 19:41:39,local
Montréal_V2,incendie,9,Le Journal de Québec,Chaudière-Appalaches: incendie criminel à Lac-Etchemin?,2021-07-31,3,https://www.journaldequebec.com/2021/07/31/chaudiere-appalaches-incendie-criminel-a-lac-etchemin,2021-08-03 19:41:39,local
Montréal_V2,incendie,10,Le Journal de Québec,Une campagne de financement pour aider le seul survivant d'un incendie mortel à Lévis,2021-07-31,3,https://www.journaldequebec.com/2021/07/30/campagne-de-financement-de-laide-pour-un-homme-en-or,2021-08-03 19:41:39,local
Montréal_V2,incendie,11,Ma Beauce,Incendie dans un bâtiment commercial de Saint-Georges Accueil,2021-08-03,0,https://mabeauce.com/incendie-dans-un-batiment-commercial-de-saint-georges/,2021-08-03 19:41:39,local
Montréal_V2,incendie,12,Le Journal de Montréal,"[EN IMAGES] Les incendies font rage dans le sud de l'Europe, villageois et touristes évacués",2021-08-01,2,https://www.journaldemontreal.com/2021/08/01/en-images-les-incendies-font-rage-dans-le-sud-de-leurope-villageois-et-touristes-evacues,2021-08-03 19:41:39,local
Montréal_V2,incendie,13,Le Journal de Montréal,Montréal: un incendie dresse une imposante colonne de fumée,2021-07-29,5,https://www.journaldemontreal.com/2021/07/29/montreal-un-incendie-dresse-une-imposante-colonne-de-fumee,2021-08-03 19:41:40,local
Montréal_V2,incendie,14,Le Journal de Montréal,Incendie suspect à Saint-Hyacinthe,2021-07-29,5,https://www.journaldemontreal.com/2021/07/29/incendie-suspect-a-saint-hyacinthe,2021-08-03 19:41:40,local
Montréal_V2,incendie,15,Le Journal de Montréal,Les pompiers de Californie face à un incendie qui crée son propre climat,2021-07-25,9,https://www.journaldemontreal.com/2021/07/25/les-pompiers-de-californie-face-a-un-incendie-qui-genere-son-propre-climat,2021-08-03 19:41:40,local
Montréal_V2,incendie,16,Anadolu Agency,Jérusalem-Ouest: des pompiers s'efforcent d'éteindre un incendie,2021-08-03,0,https://www.aa.com.tr/fr/monde/j%C3%A9rusalem-ouest-des-pompiers-sefforcent-d%C3%A9teindre-un-incendie/2323313,2021-08-03 19:41:41,local
Montréal_V2,incendie,17,Le Journal de Montréal,Plus de 50 morts dans le gigantesque incendie d'une usine au Bangladesh,2021-07-09,25,https://www.journaldemontreal.com/2021/07/09/incendie-dans-une-usine-au-bangladesh-trois-morts-30-blesses,2021-08-03 19:41:41,local
Montréal_V2,incendie,18,Le Journal de Montréal,Incendie dans un immeuble à logements à Laval,2021-07-24,10,https://www.journaldemontreal.com/2021/07/24/incendie-dans-un-immeuble-a-logements-a-laval-1,2021-08-03 19:41:41,local
Montréal_V2,incendie,19,La Voix du Sud,Début d'incendie à Saint-Louis,2021-08-02,1,http://www.lavoixdusud.com/?p=74982,2021-08-03 19:41:41,local
Montréal_V2,incendie,20,Le Journal de Montréal,Saint-Hyacinthe: un incendie suspect jette 12 personnes à la rue,2021-07-24,10,https://www.journaldemontreal.com/2021/07/24/saint-hyacinthe-un-violent-incendie-jette-dix-personnes-a-la-rue,2021-08-03 19:41:41,local
Montréal_V2,incendie,21,La Presse,Un incendie coûte la vie à deux personnes à Lévis,2021-07-17,17,https://www.lapresse.ca/actualites/justice-et-faits-divers/2021-07-17/un-incendie-coute-la-vie-a-deux-personnes-a-levis.php,2021-08-03 19:41:42,local
Montréal_V2,incendie,22,La Tribune - Groupe Capitales Médias,Incendie majeur: perte totale d'une résidence sur la rue Léopold-Labonté,2021-07-25,9,https://www.latribune.ca/actualites/justice-et-faits-divers/incendie-majeur-perte-totale-dune-residence-sur-la-rue-leopold-labonte-5fbe5048461b2499f1498cf5c770a98d,2021-08-03 19:41:42,local
Montréal_V2,incendie,23,Le Nouvelliste - Groupe Capitales Médias,Incendie dans la maternité d'une porcherie de Sainte-Eulalie,2021-07-31,3,https://www.lenouvelliste.ca/actualites/justice-et-faits-divers/incendie-dans-la-maternite-dune-porcherie-de-sainte-eulalie-db066314b7f0e44b2aa88349a0794448,2021-08-03 19:41:42,local
Montréal_V2,incendie,24,La Presse,Les incendies de forêt nuisent à la qualité de l'eau potable,2021-07-31,3,https://www.lapresse.ca/actualites/2021-07-31/les-incendies-de-foret-nuisent-a-la-qualite-de-l-eau-potable.php,2021-08-03 19:41:42,local
Montréal_V2,incendie,25,Radio-Canada.ca,"Un mois après l'incendie, la frustration monte chez les résidents de Lytton",2021-07-30,4,http://ici.radio-canada.ca/amp/1813085/lytton-feu-incendie-reconstruction-un-mois-cb,2021-08-03 19:41:43,local
Montréal_V2,police OR Sûreté,1,ICI.Radio-Canada.ca,Remplacer la police par une équipe communautaire pour les situations non urgentes,2021-08-03,0,https://ici.radio-canada.ca/nouvelle/1813897/soutien-communaute-regina-crise-police-securite-assistance,2021-08-03 19:41:51,local
Montréal_V2,police OR Sûreté,2,Le Devoir,"Faisant face à plus de fusillades, la police de Montréal demande l'aide de la SQ",2021-08-03,0,https://www.ledevoir.com/societe/622398/faisant-a-plus-de-fusillades-la-police-de-montreal-demande-l-aide-de-la-sq,2021-08-03 19:41:51,local
Montréal_V2,police OR Sûreté,3,Le Journal de Montréal,Assaut du Capitole: le Congrès décerne sa plus haute distinction à la police,2021-08-03,0,https://www.journaldemontreal.com/2021/08/03/assaut-du-capitole-le-congres-decerne-sa-plus-haute-distinction-a-la-police-1,2021-08-03 19:41:51,local
Montréal_V2,police OR Sûreté,4,Le Devoir,Homme noir abattu par la police à Repentigny: «Ça ne peut pas continuer comme ça»,2021-08-02,1,https://www.ledevoir.com/societe/622266/homme-noir-abattu-par-la-police-a-repentigny-ca-ne-peut-pas-continuer-comme-ca,2021-08-03 19:41:51,local
Montréal_V2,police OR Sûreté,5,Le Journal de Québec,Les voitures bruyantes ciblées par la police sur Grande Allée,2021-08-01,2,https://www.journaldequebec.com/2021/07/31/les-voitures-bruyantes-ciblees-par-la-police-sur-grande-allee,2021-08-03 19:41:51,local
Montréal_V2,police OR Sûreté,6,Le Journal de Montréal,Un homme abattu par la police en pleine rue à Repentigny,2021-08-01,2,https://www.journaldemontreal.com/2021/08/01/un-homme-atteint-mortellement-par-les-policiers-a-repentigny,2021-08-03 19:41:52,local
Montréal_V2,police OR Sûreté,7,Fm1033.ca,La police poursuit son enquête sur l'enfant retrouvé dans une piscine,2021-08-03,0,https://www.fm1033.ca/la-police-poursuit-son-enquete-sur-lenfant-retrouve-dans-une-piscine/,2021-08-03 19:41:52,local
Montréal_V2,police OR Sûreté,8,Hebdo Rive Nord,Le Service de police de Repentigny réagit,2021-08-03,0,https://www.hebdorivenord.com/article/2021/08/03/le-service-de-police-de-repentigny-reagit,2021-08-03 19:41:52,local
Montréal_V2,police OR Sûreté,9,La Presse,Carte postale de Tokyo | Bonjour la police,2021-07-30,4,https://www.lapresse.ca/sports/jeux-olympiques/2021-07-30/carte-postale-de-tokyo/bonjour-la-police.php,2021-08-03 19:41:52,local
Montréal_V2,police OR Sûreté,10,Acadie Nouvelle,Un conducteur néo-brunswickois épinglé par la police à 219 km/h,2021-08-02,1,https://www.acadienouvelle.com/actualites/2021/08/02/un-conducteur-neo-brunswickois-epingle-par-la-police-a-219-km-h/,2021-08-03 19:41:52,local
Montréal_V2,police OR Sûreté,11,Le Journal de Québec,Le corps d'une femme jeté dans les ordures de la police de Sherbrooke,2021-07-30,4,https://www.journaldequebec.com/2021/07/29/le-corps-dune-femme-retrouve-dans-un-conteneur-a-dechets-du-service-de-police-1,2021-08-03 19:41:53,local
Montréal_V2,police OR Sûreté,12,ICI.Radio-Canada.ca,Recul des crimes déclarés à la police à Québec en 2020,2021-07-27,7,https://ici.radio-canada.ca/nouvelle/1812238/crimes-violence-statistique-donnees-police-agression-homicide,2021-08-03 19:41:53,local
Montréal_V2,police OR Sûreté,13,Acadie Nouvelle,La police recherche un homme accusé d'agression contre un policier,2021-07-29,5,https://www.acadienouvelle.com/actualites/2021/07/29/la-police-recherche-un-homme-accuse-dagression-contre-un-policier/,2021-08-03 19:41:53,local
Montréal_V2,police OR Sûreté,14,La Nouvelle Union,Un chauffard ivre rattrapé par la police,2021-08-01,2,https://www.lanouvelle.net/2021/08/01/un-chauffard-ivre-rattrape-par-la-police/,2021-08-03 19:41:53,local
Montréal_V2,police OR Sûreté,15,Le Journal de Montréal,Ontario: la police publie une vidéo d'une embardée spectaculaire à Durham,2021-07-29,5,https://www.journaldemontreal.com/2021/07/29/ontario-la-police-publie-une-video-dune-embardee-spectaculaire-a-durham,2021-08-03 19:41:53,local
Montréal_V2,police OR Sûreté,16,Le Journal de Montréal,Longueuil: la police recherche les victimes d'un agresseur sexuel présumé,2021-07-27,7,https://www.journaldemontreal.com/2021/07/27/longueuil-la-police-recherche-les-victimes-dun-presume-agresseur-sexuel,2021-08-03 19:41:54,local
Montréal_V2,police OR Sûreté,17,Le Journal de Montréal,Manifestations anti-confinement et affrontements avec la police à Sydney,2021-07-24,10,https://www.journaldemontreal.com/2021/07/24/manifestations-anti-confinement-et-affrontements-avec-la-police-a-sydney-1,2021-08-03 19:41:54,local
Montréal_V2,police OR Sûreté,18,Le Journal de Montréal,Dix femmes portent plainte à la police contre Watson,2021-07-27,7,https://www.journaldemontreal.com/2021/07/26/dix-femmes-portent-plainte-a-la-police-contre-watson-1,2021-08-03 19:41:54,local
Montréal_V2,police OR Sûreté,19,Le Journal de Montréal,Vague d'incendies criminels à Montréal: la police diffuse des images des suspects,2021-07-19,15,https://www.journaldemontreal.com/2021/07/19/vague-dincendies-criminels-a-montreal-la-police-diffuse-des-images-des-suspects-1,2021-08-03 19:41:54,local
Montréal_V2,police OR Sûreté,20,Le Journal de Montréal,Pérou: près de la moitié des effectifs de la police ont contracté la COVID-19,2021-07-17,17,https://www.journaldemontreal.com/2021/07/17/perou-pres-de-la-moitie-des-effectifs-de-la-police-ont-contracte-le-covid-1,2021-08-03 19:41:55,local
Montréal_V2,police OR Sûreté,21,ICI.Radio-Canada.ca,La police de Québec arrête deux hommes de 24 ans à la suite d'une altercation,2021-07-17,17,https://ici.radio-canada.ca/nouvelle/1809761/arresttation-quebec-beauport-spvq-menace,2021-08-03 19:41:55,local
Montréal_V2,police OR Sûreté,22,ICI.Radio-Canada.ca,"La police passe les menottes à une jeune fille de sept ans, en crise, dans un refuge",2021-07-16,18,https://ici.radio-canada.ca/nouvelle/1809111/protection-jeunesse-sante-mentale-police-terre-neuve,2021-08-03 19:41:55,local
Montréal_V2,police OR Sûreté,23,L'Hebdo Journal,"La Sûreté du Québec présente sur la route, dans les sentiers et sur l'eau",2021-07-15,19,https://www.lhebdojournal.com/la-surete-du-quebec-presente-sur-la-route-dans-les-sentiers-et-sur-leau/,2021-08-03 19:41:55,local
Montréal_V2,police OR Sûreté,24,Le Journal de Québec,Police de Québec: la présidente du syndicat se dit victime d'acharnement,2021-07-08,26,https://www.journaldequebec.com/2021/07/08/police-de-quebec-la-presidente-du-syndicat-se-dit-victime-dacharnement,2021-08-03 19:41:55,local
Montréal_V2,police OR Sûreté,25,Le Journal de Québec,La police de Québec «escorte» un convoi de motards,2021-07-11,23,https://www.journaldequebec.com/2021/07/11/la-police-de-quebec-escorte-un-convoi-de-motards,2021-08-03 19:41:56,local
Montréal_V2,Cégep,1,ICI.Radio-Canada.ca,Vers une rentrée en présentiel dans les cégeps de l'Est-du-Québec,2021-08-03,0,https://ici.radio-canada.ca/nouvelle/1813868/rentree-cegep-universite-presentiel-virtuel-covid-uqar-rimouski-sept-iles,2021-08-03 19:42:03,local
Montréal_V2,Cégep,2,Radio-Canada.ca,Retour en présentiel dès la rentrée prochaine au cégep et à l'université | Coronavirus,2021-07-28,6,http://ici.radio-canada.ca/amp/1812520/cours-presentiel-covid19-pandemie-rentree-vaccination,2021-08-03 19:42:03,local
Montréal_V2,Cégep,3,Le Journal de Montréal,Mon avis sur le cégep obligatoire en français,2021-07-30,4,https://www.journaldemontreal.com/2021/07/30/mon-avis-sur-le-cegep-obligatoire-en-francais,2021-08-03 19:42:03,local
Montréal_V2,Cégep,4,ICI.Radio-Canada.ca,Rentrée en présentiel au Cégep de l'Outaouais : « On avait tous hâte » | Coronavirus,2021-07-29,5,https://ici.radio-canada.ca/nouvelle/1812718/rentree-presentiel-cegep-outaouais-reactions,2021-08-03 19:42:04,local
